UniqueID,Title,Author,PTime,DTime,MentionSourceName,MentionIdentifier,Content
0KPXXWGP6Z_UKD7AVYPAVKAQLI,Slovakia clinches deal with Ukraine on continued transit of Russian gas,_,_,20240124,tass.com,https://tass.com/economy/1736957,"BRATISLAVA, January 24. /TASS/. Prime Minister of Slovakia Robert Fico said after his meeting with Ukrainian Prime Minister Denis Shmygal that an agreement was reached on the probable continuation of Russian gas moving via Ukraine to Slovakia in particular.
""A serious topic [during the talks] was the issue of Russian gas passing through the territory of Ukraine to Slovakia. An agreement emerged that the transit of Russian gas via Ukraine will probably continue. This is an excellent piece of news, meaning that we in Slovakia will be able to continue transiting this gas. Not merely our plants but Austria and Italy will also benefit from that,"" Fico said in a video on his page on Facebook [banned in Russia due to its ownership by Meta designated as extremist].
The details of the agreement will be finalized soon, he added."
0LKZ0A8WD4_W1COQXXMBM2RO5V,Beijing to monitor living conditions of giant pandas abroad — Chinese official,_,_,20240125,tass.com,https://tass.com/society/1737167,"BEIJING, January 25. /TASS/. China will monitor the living environment of giant panda bears located abroad, given that there are currently 56 cat bears in foreign zoos, Zhang Yue, a representative of the National Forestry and Grassland Administration of China, said at a press conference.
""In an effort to improve the protection and supervision of giant pandas overseas, effective from 2023, the Chinese National Forestry and Grassland Administration has established entities to conduct on-site inspections and evaluations of 23 foreign facilities in 19 countries to acquire comprehensive information on the living conditions of all giant pandas abroad,"" the official said. He noted that those conditions are so far ""generally appropriate"" in terms of enclosure structure, breeding and medical treatment, as well as illness prevention.
""The health of the pandas abroad is generally well maintained, with some older bears in poor condition being given proper diagnosis, medical treatment and good care,"" Zhang said.
Plans call for expanding international cooperation in this area, arranging daily monitoring of the pandas' health condition, and further improving the inspection and supervisory system. Through partnerships with foreign institutions, 41 panda cubs have been born outside of China since the 1990s, Zhang clarified.
Giant pandas are considered the unofficial symbol of China. Their natural habitat is the bamboo forests of Sichuan Province and some other areas of China."
11KIAGPDIA_BQLD0ZZLOKWYP8B,"Florida Governor DeSantis drops out of presidential race, endorses Trump",_,_,20240122,tass.com,https://tass.com/world/1735293,"NEW YORK, January 22. /TASS/. Florida Governor Ron DeSantis, who was once considered as Donald Trump’s closest rival in the Republican presidential primary has said he is dropping out of the presidential in favor of the former president.
""If there was anything I could do to produce a favorable outcome, more campaign stops, more interviews, I would do it. But I can’t ask our supporters to volunteer their time and donate their resources. We don’t have a clear path to victory. Accordingly, I am today suspending my campaign,"" he said in a video address posted on his X (formerly known as Twitter) page.
""It’s clear to me that a majority of Republican primary voters want to give Donald Trump another chance,"" he said, adding: ""He has my endorsement because we can’t go back to the old Republican guard of yesteryear, a repackaged form of warmed-over corporatism that Nikki Haley represents,"" he said."
1BI9YCN924_CV0QI8ICGCNLTTV,West implements lucrative 'business project’ in Ukraine — Lavrov,_,_,20240122,tass.com,https://tass.com/politics/1735723,"UNITED NATIONS, January 22. /TASS/. The United States and other Western countries are implementing a ""business project"" to their benefit in Ukraine, Russian Foreign Minister Sergey Lavrov said at the meeting of the UN Security Council.
""US Secretary of State [Antony] Blinken focuses attention on continuation of aid to Ukraine being the guarantee of creating new jobs in the United States, like a certain profitable business project is meant and not the war that already claimed hundreds of thousands of lives in Ukraine,"" the top Russian diplomat said.
""The majority of large Ukrainian plants and companies, including the ones producing lithium, were sold to the same Americans,"" Lavrov noted. ""Fertile lands were also sold to them for a perpetual lease on the cheap, as we say,"" he stressed. ""One of the striking example is that [George] Soros’ institutions received gumbo soil lands for burial of Western chemical industry’s waste, he added."
1ESFN8HHAX_014PNFPKWJBFRQB,Moscow to seek 'articulate' OSCE reaction to downing of Russian transport plane — diplomat,_,_,20240125,tass.com,https://tass.com/politics/1737473,"VIENNA, January 25. /TASS/. Moscow will seek a clear reaction from the OSCE to the recent downing of a Russian military transport aircraft carrying Ukrainian prisoners of war, Russia's representative at the group, Alexander Lukashevich, told reporters.
""We will persist in seeking an articulate reaction <...> and demand an answer,"" the diplomat said, when asked about the OSCE reaction to Ukraine's attack on the Il-76 aircraft.
""We also reminded them about the tragedy at the market in Donetsk on January 21. We did all this in advance, telling the Maltese that we expected an appropriate response. We this to them and the OSCE secretary general. They react, as if on cue, only to their insane fabrications about our brutal shelling,"" Lukashevich said.
The Foreign Ministry of Malta, the country that now holds the rotating OSCE presidency, told TASS earlier that its government is aware of the Russian plane incident, but won’t comment as it awaits more details. Later, the organization's spokesman, David Dadge, told reporters in Vienna that the crash of the aircraft in Russia’s Belgorod Region is a tragedy.
On January 24 Ukrainian forces shot down a Russian Il-76 military transport aircraft that was carrying captured Ukrainian soldiers for exchange. All 74 people onboard, including 65 Ukrainians, were killed in the incident. The Russian Defense Ministry called the incident a terrorist act and said Kiev knew about the transportation of prisoners for an exchange that was to take place at the Kolotilovka checkpoint. The ministry said Ukraine attacked the plane so Kiev could blame Moscow for taking the lives of Ukrainian soldiers."
1WLZTP4X7V_DCCZ5LYMU9KDQJD,Press review: Swiss offer to broker Ukraine talks and US green-lights F-16 sales to Turkey,_,_,20240126,tass.com,https://tass.com/pressreview/1737623,"MOSCOW, January 26. /TASS/. The West sent out a trial balloon for a potential dialogue with Russia as Switzerland offered to mediate a settlement to the Ukraine conflict; the US appears ready to unfreeze the sale of F-16 fighter jets to Turkey after Ankara finally gave its nod to NATO membership for Sweden; and world opinion is solidly behind the creation of a Palestinian state despite Israel’s stubbornly intransigent stance. These stories topped Friday’s newspaper headlines across Russia.

Statements by Switzerland indicating Bern’s willingness to assist in the resolution of the Russian-Ukrainian conflict, announced by Russian Foreign Minister Sergey Lavrov during a press conference at the UN headquarters in New York, represent a trial balloon by the West as it attempts to leave the door open for prospective negotiations, potentially using Switzerland as a mediator, experts told Izvestia. Nevertheless, the consensus view sees no real grounds to argue that the West is seeking an actual discussion between Russia and Ukraine.
During his visit to the UN, Lavrov met with his Swiss counterpart, Ignazio Cassis. According to Lavrov, Cassis attempted to persuade him that Bern was willing to serve as a mediator in the conflict with Ukraine. However, Lavrov pointed out that Switzerland's potential role as a mediator in the Russian-Ukrainian dispute is complicated by the traditionally neutral Alpine country's own recent strategy, which has prioritized reinforcing European security structures not in conjunction with Russia, but against it.
Switzerland is attempting to strengthen its status as a neutral state, according to Valdai Discussion Club expert Igor Istomin, who is director of the Department of Applied Analysis of International Problems at Moscow State Institute of International Relations (MGIMO University). ""The country is traditionally proud of its neutrality and is trying to maintain some demonstration of its special position even in conditions where it has joined sanctions against Russia and is pursuing a policy that is in line with the Western course,"" he told Izvestia.
In light of the near-total breakdown of diplomatic dialogue between Russia and the West, Dmitry Danilov, head of the European Security Department at the Russian Academy of Sciences' Institute of Europe, believes that the United States and Europe must keep the door open for future negotiations. In this light, Switzerland is a good candidate to be a communications channel.
Nonetheless, it is difficult to argue that the West is genuinely seeking to foster an actual discussion between Russia and Ukraine, just as it is difficult to believe that Kiev’s international partners are attempting to persuade Switzerland to begin the search for potential peace deals. ""In order to conduct mediation negotiations and come up with such an initiative, it is necessary to at least identify some points for negotiations, but they didn't do this,"" Sergey Ordzhonikidze, former UN deputy secretary general and former deputy head of the Russian Foreign Ministry, told the newspaper. ""Switzerland is practicing its mediation capacities in order to shift away from its [recent] pro-Western stance and back toward the neutrality that the country is traditionally known for,"" the expert added.

Late in the evening on January 25, Turkish President Recep Tayyip Erdogan officially confirmed Ankara’s ratification of the protocol for approving Sweden's NATO membership application, which had been passed the day before by the country's Grand National Assembly (parliament), according to official Turkish newspaper Resmi Gazete. Thus, according to experts interviewed by Vedomosti, by approving the ratification of Sweden's NATO application, Erdogan has fulfilled the necessary condition for unfreezing the sale of US F-16 fighter jets to Turkey.
The US ambassador to Ankara indirectly verified information reported by Reuters and The New York Times that US President Joe Biden sent a letter to Congress on the night of January 25 requesting approval of the sale of F-16 fighter jets to Turkey. Erdogan has consistently linked approval of Sweden's NATO candidacy to Ankara’s purchase of the F-16s from the US.
According to Vladimir Vasiliev, chief researcher at the Russian Academy of Sciences' Institute for US and Canadian Studies, Congress will approve the sale of the F-16s, clearing the way for Sweden's NATO membership. According to him, there is a consensus among major US political figures on this topic. ""The [sale of F-16s] is in the interests of the United States, as Ankara remains a vital partner in the Black Sea region and the Middle East. Continuing the conflict with [Ankara] would only result in image and reputational impairment,"" he said.
At the same time, Vasiliev continued, Washington will maintain its ""two keys"" policy: by approving the supply of weapons to Turkey, Washington will keep Ankara ""on a short leash,"" linking the sale of the new consignment of aircraft to the process of resolving Ankara’s relations with Tel Aviv, which deteriorated following the start of Israel’s war against Hamas in the Gaza Strip in October 2023.
Ankara faces severe challenges in modernizing the Turkish air force in light of the possibilities for neighbor and long-time rival Greece to upgrade its air arsenal, including with French assistance, Alina Vernigora, junior researcher at the Center for the Study of Strategic Planning at the Russian Academy of Sciences’ Institute of World Economy and International Relations (IMEMO RAS), told the newspaper. According to the expert, the Turkish establishment will present the likelihood that the sale of F-16s will now be unfrozen not as a success, but as a necessary ""commitment to NATO bloc discipline,"" similar to Ankara’s lukewarm support for Sweden's membership bid.

Saudi Arabia, the United Arab Emirates (UAE), Qatar, Egypt and Jordan recently submitted a post-conflict settlement proposal for the Gaza Strip. The idea was sponsored by the United States, which has consistently underlined the need for an independent Palestinian state. The EU advocates the same thing, along with Russia and China. However, despite almost universal agreement, the ""two peoples - two states"" proposal may still be a long way away from being implemented, Izvestia writes.
The day after the Arab governments' announcement, foreign ministers from the EU met with Israeli and Palestinian officials, announcing a European settlement plan, which includes the practical application of the two-state concept. However, as the European press reports, Brussels' peace effort, like all previous ones, was met with the Israeli authorities’ categorical refusal to even initiate conversations on the subject. As a response, the EU reportedly began discussing sanctions against Israel.
The Israelis' steadfast opposition to the creation of an independent Palestine is not unique to Prime Minister Benjamin Netanyahu's leadership. This is part of the overall political culture, Middle East expert Andrey Ontikov told Izvestia.
""When talks in the West repeatedly focus on the necessity of implementing the two-state principle, it is difficult to fathom how they will do that. If Netanyahu talks about Palestinian statehood tomorrow, his future will be predictable. After the inquiry into the events of October 7 is completed, his political career will either end on the street, at best, or at worst - in prison,"" the analyst contends.
Hamas’ surprise terrorist attack, the subsequent military operation, and the large number of civilian losses have all contributed to a gradual shift in public attitudes in Washington and Brussels. However, no action has been taken yet. According to Ontikov, if the Europeans and Americans truly wanted to promote the idea of a two-state solution, they could put some pressure on Israel's leadership. ""There is no evidence of this. Moreover, Israel continues to be supplied with numerous armaments. Obviously, to maintain hostilities. It looks ridiculous,"" he added.
According to Grigory Lukyanov, senior lecturer at the Department of Middle East Countries of the Faculty of Oriental Studies at the State Agrarian University of Humanities, the main political forces in Palestine are losing popular support, and this ongoing issue complicates the settlement process. At the same time, Israel will never be satisfied with the security mechanisms that the United States or Arab countries can offer them, Lukyanov emphasized.

The US Senate Committee on Foreign Relations has approved a bill that would authorize the seizure and use of the Central Bank of Russia’s frozen foreign reserves and other Russian sovereign assets to assist Ukraine and for ""other purposes."" Twenty of the committee's 21 members voted in favor, while only Senator Rand Paul (Republican-Kentucky) spoke out against it. At the same time, the US Senate does not yet have ready-made tools for implementing the idea, Vedomosti writes.
According to Ivan Timofeyev, director of the Russian International Affairs Council (RIAC), among Western countries only Canada has a framework in place to confiscate Russian assets as of January 2024. The expert stated that in the US, the equivalent legal mechanism could only be applied to assets involved in criminal proceedings. As a result, the US authorities are currently legally unable to actually seize the frozen assets.
The White House is unlikely to be interested in the enactment of new laws that would limit its room for maneuver in potential bargaining with Russia, according to the expert: ""Therefore, the bill may be passed by Congress, but the president will have broad discretion in how to implement it. Although this scenario is not ideal, because each new president can interpret and execute the legislation in their own unique way, and the law itself would be extremely tough to repeal,"" he said.
Artem Sokolov, a researcher at the Center for European Studies at Moscow State Institute of International Relations (MGIMO University), told Vedomosti that the EU countries are taking a more cautious approach. ""We are talking about very large assets; caution is logical and understandable, as well as fear of Russia's reaction,"" he said. The expert emphasized that the benefit to the EU from confiscation is only considerable in the short term, and that in the medium and long term, it may raise concerns about the European market's reliability for large players such as India, China and the Arab states.
Victoria Zhuravleva, director of the Center for North American Studies at the Russian Academy of Sciences’ Institute of World Economy and International Relations (IMEMO RAS), stressed that until Republicans and Democrats agree on how to tackle the festering immigration crisis on the United States' southern border, the possibility of this bill getting beyond preliminary approval by congressional committees is minimal.

Gas production in Russia fell by 5.5% in 2023 to 636.7 bln cubic meters, according to an article by Deputy Prime Minister Alexander Novak in Energy Policy magazine. However, in December, production grew by 3.8% to 63 bln cubic meters. According to Kommersant, Gazprom's output declined by around 9% year on year to 404 bln cubic meters, mainly due to a drop in shipments to Europe, while overall pipeline gas exports fell by one quarter. The government anticipates a recovery in output in 2024 as a result of increasing exports from Gazprom to Asia and the start of the first line at Novatek’s new liquified natural gas (LNG) plant.
The production of ""other producers,"" including Gazprom, reached around 404 bln cubic meters in 2023, which is 9.2% lower than the year before. Gazprom's exports continued to decline due to the loss of the European market. The gas giant aims to compensate for the loss of the European market by increasing supplies to China and Central Asia.
Russia’s largest independent gas producer, Novatek, increased production by 0.3% in 2023 to 82.39 bln cubic meters. Gas production at other big oil companies is still declining, most likely as a result of the OPEC+ deal, Kommersant writes.
The past year's results were largely expected, according to Sergey Kondratiev of the Institute of Energy and Finance. ""Although in recent months production has been growing in annual terms, at the end of the year we still saw a slight decline associated with the high base effect in the first half of the year,"" he told Kommersant. According to the expert, Gazprom's dynamics as a result of reduced exports contributed the most to the overall decline. At the same time, the expert believes that 2023 generally exceeded expectations, and that the recovery in production will continue in 2024, as domestic demand remains high and supplies to China and the CIS countries increase. According to his projections, by the end of 2024, production may reach 650-655 bln cubic meters.
TASS is not responsible for the material quoted in these press reviews"
263KUSVLZV_00C693EWX46ZG4J,"US, Britain carry out 18 airstrikes on Yemen on Tuesday — Houthi spokesman",_,_,20240123,tass.com,https://tass.com/world/1736003,"DUBAI, January 23. /TASS/. The US and British military forces carried out 18 airstrikes on the territory of Yemen in the early hours of Tuesday, a military spokesman for the rebel Houthi movement Ansar Allah, Yahya Saria, has said.
On his social network X page he claimed that the Yemeni capital city Sanaa was hit by a total of 12 airstrikes. Three more were carried out in Hodeidah province, 2 in Taiz province, and 1 in al-Bayda province.
He also vowed that ""these attacks will not go unanswered.""
On Tuesday night, the US and Britain attacked Houthi military facilities in several Yemeni provinces. According to a joint statement by Australia, Bahrain, Britain, Canada, the Netherlands and the US, the allied forces carried out eight strikes on Ansar Allah positions, their main target being the rebels' underground warehouses and facilities related to missile launches and air surveillance.
The strikes were the first joint US-British operation since January 12. The US has independently attacked Yemeni rebel positions several times over the ten days since then. On January 12, US and British forces, using aircraft, ships, and submarines, first hit Ansar Allah targets in a number of Yemeni cities, including Sanaa and Hodeidah, including the Houthis’ missile and drone sites and radar stations.
Following the escalation of the Palestinian-Israeli conflict in the Gaza Strip, the Houthis said they would attack Israeli territory and prevent associated ships from passing through the Red Sea and the Bab el-Mandeb Strait until the operation in the Palestinian enclave was halted. The US military's Central Command estimates that the Houthis have attacked more than 20 civilian vessels since mid-November 2023."
2IQJUMSNZ8_WLL60QO5STH6JQ2,"Russia, Iran, Turkey highlight need to implement agreements on Idlib in joint statement",_,_,20240125,tass.com,https://tass.com/world/1737157,"ASTANA, January 25. /TASS/. Russia, Iran and Turkey emphasized the need to implement all agreements on the Idlib de-escalation zone in a joint declaration adopted at the 21st international Astana meeting on Syria.
""We considered the situation in the de-escalation zone and emphasized the need to implement all the existing agreements on Idlib,"" the statement reads.
The parties also expressed serious concern about the activities of terrorist groups that pose a threat to civilians in the de-escalation zone and beyond. According to the statement, the three nations agreed to continue efforts to ensure a steady improvement of the situation in and around the Idlib de-escalation zone, particularly in humanitarian terms."
2OUEA4JWLP_RSKB4WJ23UPPGEK,Venezuela’s Maduro warns Ecuadorian counterpart about danger of ‘chaos’ in seeking US help,_,_,20240123,tass.com,https://tass.com/world/1735905,"CARACAS, January 23. /TASS/. Venezuelan President Nicolas Maduro has warned his Ecuadorian counterpart, Daniel Noboa, against seeking US assistance in stabilizing the situation in the unrest-riven country.
""I am addressing President Noboa with great respect: <…> don’t open your country’s doors to the devil. President Noboa, name at least one country where the US helped stabilize the situation,"" the Venezuelan leader stated on his regular television show, broadcast by the state-run Venezolana de Television TV channel.
""The US brings chaos wherever it comes. The US Southern Command <…> will never bring true peace and security based on respect for Ecuador’s constitution,"" Maduro pointed out, commenting on Ecuadorian President Noboa’s plans to request US assistance in the fight against drug trafficking and criminal gangs that has stirred up a wave of violence in the South American country.
""Venezuela has built peace, guaranteeing security without reprisals and ensuring respect for the people. We acted on our own based on the national doctrine and we did it without the US Drug Enforcement Administration, which we expelled from our country,"" the Venezuelan president noted.
""There are two models - a Latin American model that we can build and a model based on dependence and the intervention of the gringos, who come to seize a country’s wealth. Wherever the US Southern Command shows up, chaos emerges, <…> along with violence and even more drug trafficking,"" Maduro warned, using a disparaging Spanish-language term for people from the United States.
The security situation in Ecuador deteriorated sharply on January 7 after Los Choneros drug cartel leader Jose Adolfo Macias Villamar, known by the alias ""Fito,"" escaped from prison. Ecuador’s armed forces and police detained 1,327 people after unrest was triggered by gang-instigated riots in correctional facilities. Some 500 guns, roughly 500 bombs, and over 20 tons of drugs have been seized by police."
3M9FGSH006_67CMOE4ZF8P0PE6,"No gas transit via Ukraine after 2024, PM says",_,_,20240125,tass.com,https://tass.com/economy/1737343,"MOSCOW, January 25. /TASS/. Prime Minister of Ukraine Denis Shmygal told his Slovak counterpart Robert Fico that Kiev has no intention of renewing the contract on Russian gas coming through Europe set to expire in late 2024, the press service of the Ukrainian government told Nikolay Topalov, a reporter from the Ekonomicheskaya Pravda news outlet.
""The position of the Ukrainian side is unambiguous: the transit contract expires at the end of the year, we are not going to talk to the Russians and renew the agreement. The Ukrainian Prime Minister told his Slovak counterpart about that,"" Topalov wrote on his Telegram channel, citing the spokesman of the Ukrainian cabinet’s press service.
The Ukrainian Prime Minister’s statement followed the video address of Prime Minister of Slovakia Robert Fico after bilateral talks. Fico said after this meeting with Shmygal that an agreement was reached on the probable continuation of Russian gas moving via Ukraine to Slovakia in particular.
An agreement emerged that the transit of Russian gas via Ukraine will probably continue, Fico said, adding that Slovakia would be able to continue transiting such gas. Plants in Slovakia and also in Austria and Italy will benefit from this, he noted, adding that the details of the agreement would be finalized soon."
