GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_Fullname,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_Fullname,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,EventTimeDate,MentionTimeDate,MentionType,MentionSourceName,MentionIdentifier,SentenceID,Actor1CharOffset,Actor2CharOffset,ActionCharOffset,InRawText,Confidence,MentionDocLen,MentionDocTone,MentionDocTranslationInfo,Extras
1149270631,20240102,202401,2024,2024.0055,NLD,NETHERLANDS,NLD,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,61,61,6,2,6.4,20,1,20,-3.84615384615385,4,"Bengaluru, Karnataka, India",IN,IN19,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,12.9833,77.5833,-2090174,20240102,https://finance.yahoo.com/news/asml-says-dutch-government-revoked-233253756.html,20240102013000,20240102013000,1,yahoo.com,https://finance.yahoo.com/news/asml-says-dutch-government-revoked-233253756.html,1,0,35,24,1,100,1796,-3.84615384615385,,
1149276129,20240102,202401,2024,2024.0055,CHN,CHINA,CHN,,,,,,,,RUSBUS,RUSSIAN,RUS,,,,,BUS,,,1,61,61,6,2,6.4,16,2,16,-2.48196914863582,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,31.2222,121.458,-1924465,20240102,https://www.bnnbloomberg.ca/china-restores-coal-tariffs-in-threat-to-russian-exporters-1.2016971,20240102024500,20240102024500,1,yahoo.com,https://finance.yahoo.com/news/china-restores-coal-tariffs-threat-015450591.html,1,71,172,90,1,80,3054,-2.46913580246914,,
1149421287,20240102,202401,2024,2024.0055,RUSBUS,RUSSIAN,RUS,,,,,BUS,,,RUS,MOSCOW,RUS,,,,,,,,1,30,30,3,1,4.0,10,1,10,-2.91777188328912,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Malacca, Andaman and Nicobar Islands, India",IN,IN01,9.16667,92.8167,-2103386,4,"Malacca, Andaman and Nicobar Islands, India",IN,IN01,9.16667,92.8167,-2103386,20240102,https://finance.yahoo.com/news/russian-oil-tankers-bound-india-224018330.html,20240102234500,20240102234500,1,yahoo.com,https://finance.yahoo.com/news/russian-oil-tankers-bound-india-224018330.html,1,0,85,40,1,100,2160,-2.91777188328912,,
1149392124,20240102,202401,2024,2024.0055,USA,ARIZONA,USA,,,,,,,,MEX,MEXICO,MEX,,,,,,,,1,192,192,19,4,-9.5,10,1,10,-4.15800415800416,2,"Arizona, United States",US,USAZ,33.7712,-111.388,AZ,4,"Oquitoa, Sonora, Mexico",MX,MX26,30.7333,-111.717,-1686224,4,"Oquitoa, Sonora, Mexico",MX,MX26,30.7333,-111.717,-1686224,20240102,https://news.yahoo.com/arizona-man-shot-mexico-while-185817352.html,20240102194500,20240102194500,1,yahoo.com,https://news.yahoo.com/arizona-man-shot-mexico-while-185817352.html,1,0,20,43,1,100,2784,-4.15800415800416,,
1149366351,20240102,202401,2024,2024.0055,UKR,UKRAINE,UKR,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,195,195,19,4,-10.0,16,2,16,-4.15116439299987,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kinzhal, Magadanskaya Oblast', Russia",RS,RS44,62.15,152.2,-2928006,1,Lithuania,LH,LH,56.0,24.0,LH,20240102,https://kyivindependent.com/lithuanian-and-latvian-leaders-call-for-more-air-defense-systems-for-ukraine-after-russias-latest-attack/,20240102164500,20240102164500,1,yahoo.com,https://news.yahoo.com/baltic-leaders-call-more-air-144355357.html,1,53,67,81,1,80,1547,-4.06504065040651,,
1149361141,20240102,202401,2024,2024.0055,TUR,TURKEY,TUR,,,,,,,,PSEREB,HAMAS,PSE,,,,,REB,,,1,51,51,5,1,3.4,30,3,30,-2.45894526533013,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20240102,https://www.bbc.com/news/world-europe-67861266,20240102161500,20240102164500,1,yahoo.com,https://news.yahoo.com/behind-turkeys-staunch-support-hamas-155059939.html,1,15,42,30,1,100,5878,-2.67379679144385,,
1149367068,20240102,202401,2024,2024.0055,DEULEG,BUNDESTAG,DEU,,,,,LEG,,,UKR,UKRAINE,UKR,,,,,,,,1,138,138,13,3,-7.0,16,2,16,-1.80995886870746,4,"Kharkiv, Kharkivs'ka Oblast', Ukraine",UP,UP07,49.9808,36.2527,-1041320,1,Russia,RS,RS,60.0,100.0,RS,4,"Kharkiv, Kharkivs'ka Oblast', Ukraine",UP,UP07,49.9808,36.2527,-1041320,20240102,https://news.yahoo.com/bundestag-calls-provision-taurus-missiles-141341839.html,20240102170000,20240102170000,1,yahoo.com,https://news.yahoo.com/bundestag-calls-provision-taurus-missiles-141341839.html,1,0,52,10,1,80,2092,-1.81268882175227,,
1149367064,20240102,202401,2024,2024.0055,DEULEG,BUNDESTAG,DEU,,,,,LEG,,,RUS,RUSSIAN,RUS,,,,,,,,1,194,194,19,4,-10.0,20,2,20,-2.59939690597211,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20240102,https://news.yahoo.com/bundestag-calls-provision-taurus-missiles-141341839.html,20240102170000,20240102184500,1,yahoo.com,https://news.yahoo.com/bundestag-mp-calls-immediate-transfer-172600453.html,1,0,86,94,1,80,2209,-4.1782729805014,,
1149394321,20240102,202401,2024,2024.0055,USA,CALIFORNIA,USA,,,,,,,,USAGOVEDU,CALIFORNIA,USA,,,,,GOV,EDU,,1,84,84,8,2,7.0,10,1,10,0.84961767204758,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"California, United States",US,USCA,36.17,-119.746,CA,20240102,https://news.yahoo.com/california-students-doing-school-dashboard-193200025.html,20240102200000,20240102200000,1,yahoo.com,https://news.yahoo.com/california-students-doing-school-dashboard-193200025.html,1,430,525,560,1,100,7650,0.84961767204758,,
1149336394,20240102,202401,2024,2024.0055,DNKCOP,DENMARK,DNK,,,,,COP,,,DEU,GERMANY,DEU,,,,,,,,1,173,173,17,4,-5.0,20,2,20,-5.44662309368192,1,Denmark,DA,DA,56.0,10.0,DA,1,Denmark,DA,DA,56.0,10.0,DA,1,Denmark,DA,DA,56.0,10.0,DA,20240102,https://news.yahoo.com/children-german-steakhouse-heiress-kidnapped-121024034.html,20240102131500,20240102131500,1,yahoo.com,https://news.yahoo.com/children-german-steakhouse-heiress-kidnapped-121024034.html,1,60,72,84,1,100,2764,-5.44662309368192,,
